BRCD,BRANCH,CIRCLE,NETWORK,MOD NO,MODULE,REG NO,BGL,BGLDESC,BALANCE,BM_MOBILE
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3917841.4,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,4597997,INB MISCELLANEOUS CREDIT IMPS,3573.95,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,98731,SUSPENSE - OTHERS,-4665,
7486,MAMSAPURAM                              ,CHENNAI,2,21,MADURAI,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,424154.05,
7486,MAMSAPURAM                              ,CHENNAI,2,21,MADURAI,2,98581,ATM CASH DISB-CUST AC NOT DEBITED,-8.5,
7486,MAMSAPURAM                              ,CHENNAI,2,21,MADURAI,2,98731,SUSPENSE - OTHERS,-135923,
7486,MAMSAPURAM                              ,CHENNAI,2,21,MADURAI,2,98602,INTER OFFICE INSTRUMENTS AC,54334109.9,
7487,RAMALINGANAGAR (TIRUCHII)               ,CHENNAI,2,22,TRICHY,1,98602,INTER OFFICE INSTRUMENTS AC,272411457,
7487,RAMALINGANAGAR (TIRUCHII)               ,CHENNAI,2,22,TRICHY,1,4597997,INB MISCELLANEOUS CREDIT IMPS,2369,
7487,RAMALINGANAGAR (TIRUCHII)               ,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9024070.85,
7487,RAMALINGANAGAR (TIRUCHII)               ,CHENNAI,2,22,TRICHY,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-11.8,
7487,RAMALINGANAGAR (TIRUCHII)               ,CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-47099,
7487,RAMALINGANAGAR (TIRUCHII)               ,CHENNAI,2,22,TRICHY,1,3199844,ATM EXCESS CASH ACCOUNT,187400,
7487,RAMALINGANAGAR (TIRUCHII)               ,CHENNAI,2,22,TRICHY,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,393300,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,98751,SUNDRY DEPOSITS-OTHERS,40991,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-5567.2,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-7400,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,272187.18,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,71000,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,98602,INTER OFFICE INSTRUMENTS AC,228411593.4,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,6802975.44,
7494,AGRI COMM BRANCH RMY POCHAMPALLI        ,CHENNAI,3,32,SALEM,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1500,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,132800,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,98582,CUST AC DEBITED - ATM CASH NOT DISBURSED,0.97,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,98576,SD . UNIDENTIFIED CREDITS . CASH B,100000,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,100,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,98751,SUNDRY DEPOSITS-OTHERS,61440,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,98602,INTER OFFICE INSTRUMENTS AC,11664688.46,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-35858.36,
7495,RMY UTHANGARAI                          ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4223464.96,
7496,"AGRI COMM BRANCH R M Y, KELAMANGALAM    ",CHENNAI,3,32,SALEM,4,98728,SUSPENSE - ADHOC PAYMENTS,-6860,
7496,"AGRI COMM BRANCH R M Y, KELAMANGALAM    ",CHENNAI,3,32,SALEM,4,98656,SUSP - SC CONTRA AC,-72314,
7496,"AGRI COMM BRANCH R M Y, KELAMANGALAM    ",CHENNAI,3,32,SALEM,4,98655,SUSP - SC CONTRA AC,72314,
7496,"AGRI COMM BRANCH R M Y, KELAMANGALAM    ",CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-3481,
7496,"AGRI COMM BRANCH R M Y, KELAMANGALAM    ",CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1018285.3,
7496,"AGRI COMM BRANCH R M Y, KELAMANGALAM    ",CHENNAI,3,32,SALEM,4,98602,INTER OFFICE INSTRUMENTS AC,-14503525.55,
7544,PARAVAKOTTAI                            ,CHENNAI,2,22,TRICHY,5,98728,SUSPENSE - ADHOC PAYMENTS,-2000,
7544,PARAVAKOTTAI                            ,CHENNAI,2,22,TRICHY,5,4597997,INB MISCELLANEOUS CREDIT IMPS,98,
7544,PARAVAKOTTAI                            ,CHENNAI,2,22,TRICHY,5,98602,INTER OFFICE INSTRUMENTS AC,138650041.7,
7544,PARAVAKOTTAI                            ,CHENNAI,2,22,TRICHY,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1517764.27,
7544,PARAVAKOTTAI                            ,CHENNAI,2,22,TRICHY,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-622.33,
7544,PARAVAKOTTAI                            ,CHENNAI,2,22,TRICHY,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,20100,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,98731,SUSPENSE - OTHERS,-16757,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,98728,SUSPENSE - ADHOC PAYMENTS,-105000,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,98656,SUSP - SC CONTRA AC,-33110,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,98655,SUSP - SC CONTRA AC,33110,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,98602,INTER OFFICE INSTRUMENTS AC,47130020.08,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1288455.17,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-2500,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,85700,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,3199844,ATM EXCESS CASH ACCOUNT,1000,
7545,RAYANALLUR                              ,CHENNAI,2,22,TRICHY,5,98751,SUNDRY DEPOSITS-OTHERS,3500,
7549,AGRI COMM BRANCH KORATTI                ,CHENNAI,1,11,CHENNAI NORTH,4,98655,SUSP - SC CONTRA AC,105434,
7549,AGRI COMM BRANCH KORATTI                ,CHENNAI,1,11,CHENNAI NORTH,4,98656,SUSP - SC CONTRA AC,-105434,
7549,AGRI COMM BRANCH KORATTI                ,CHENNAI,1,11,CHENNAI NORTH,4,98602,INTER OFFICE INSTRUMENTS AC,57096484.86,
7549,AGRI COMM BRANCH KORATTI                ,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,510142.4,
7549,AGRI COMM BRANCH KORATTI                ,CHENNAI,1,11,CHENNAI NORTH,4,98746,SD - EXCESS CASH,3400,
7549,AGRI COMM BRANCH KORATTI                ,CHENNAI,1,11,CHENNAI NORTH,4,98751,SUNDRY DEPOSITS-OTHERS,450,
7559,AGRI COMM BRANCH AVOOR                  ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,26653620.5,
7559,AGRI COMM BRANCH AVOOR                  ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1366311.42,
7559,AGRI COMM BRANCH AVOOR                  ,CHENNAI,2,22,TRICHY,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,70175,
7559,AGRI COMM BRANCH AVOOR                  ,CHENNAI,2,22,TRICHY,4,3199844,ATM EXCESS CASH ACCOUNT,3500,
7560,BALASAMUDRAM                            ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,49559184.11,
7560,BALASAMUDRAM                            ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4015462.42,
7560,BALASAMUDRAM                            ,CHENNAI,2,22,TRICHY,4,3199844,ATM EXCESS CASH ACCOUNT,125700,
7561,GENGUVARPATTI                           ,CHENNAI,2,21,MADURAI,4,98602,INTER OFFICE INSTRUMENTS AC,66479516.46,
7561,GENGUVARPATTI                           ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,680099.86,
7561,GENGUVARPATTI                           ,CHENNAI,2,21,MADURAI,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-40611.46,
7561,GENGUVARPATTI                           ,CHENNAI,2,21,MADURAI,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,145700,
7561,GENGUVARPATTI                           ,CHENNAI,2,21,MADURAI,4,98751,SUNDRY DEPOSITS-OTHERS,33931,
7562,JEYAMANGALAM                            ,CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-3485,
7562,JEYAMANGALAM                            ,CHENNAI,2,21,MADURAI,4,98602,INTER OFFICE INSTRUMENTS AC,30209861.49,
7562,JEYAMANGALAM                            ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,798639,
7562,JEYAMANGALAM                            ,CHENNAI,2,21,MADURAI,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,31500,
7563,AGRI COMM BRANCH KUMARAM                ,CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-9960,
7563,AGRI COMM BRANCH KUMARAM                ,CHENNAI,2,21,MADURAI,4,98602,INTER OFFICE INSTRUMENTS AC,122342055.8,
7563,AGRI COMM BRANCH KUMARAM                ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,7459960.5,
7563,AGRI COMM BRANCH KUMARAM                ,CHENNAI,2,21,MADURAI,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-4000,
7563,AGRI COMM BRANCH KUMARAM                ,CHENNAI,2,21,MADURAI,4,98751,SUNDRY DEPOSITS-OTHERS,534810.19,
7564,SWAMINATHAPURAM                         ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2059044.2,
7564,SWAMINATHAPURAM                         ,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-97.1,
7564,SWAMINATHAPURAM                         ,CHENNAI,2,22,TRICHY,4,98656,SUSP - SC CONTRA AC,-264421,
7564,SWAMINATHAPURAM                         ,CHENNAI,2,22,TRICHY,4,98655,SUSP - SC CONTRA AC,264421,
7564,SWAMINATHAPURAM                         ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,186038426,
7565,SENGAPPADAI                             ,CHENNAI,2,21,MADURAI,4,2399778,INTER BRANCH TRANSFER-SUSPENSE,-50000,
7565,SENGAPPADAI                             ,CHENNAI,2,21,MADURAI,4,98602,INTER OFFICE INSTRUMENTS AC,33709335,
7565,SENGAPPADAI                             ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,497782.85,
7565,SENGAPPADAI                             ,CHENNAI,2,21,MADURAI,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-10524.78,
7566,THERKUTHERU                             ,CHENNAI,2,21,MADURAI,1,98602,INTER OFFICE INSTRUMENTS AC,34365772.47,
7566,THERKUTHERU                             ,CHENNAI,2,21,MADURAI,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,994051.48,
7566,THERKUTHERU                             ,CHENNAI,2,21,MADURAI,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-2000.47,
7566,THERKUTHERU                             ,CHENNAI,2,21,MADURAI,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,62700,
7566,THERKUTHERU                             ,CHENNAI,2,21,MADURAI,1,3199844,ATM EXCESS CASH ACCOUNT,13900,
7567,THANICHAYAM                             ,CHENNAI,2,21,MADURAI,4,4597997,INB MISCELLANEOUS CREDIT IMPS,719.61,
7567,THANICHAYAM                             ,CHENNAI,2,21,MADURAI,4,98602,INTER OFFICE INSTRUMENTS AC,106485408.1,
7567,THANICHAYAM                             ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3440808.04,
7567,THANICHAYAM                             ,CHENNAI,2,21,MADURAI,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-11.8,
7567,THANICHAYAM                             ,CHENNAI,2,21,MADURAI,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,49100,
7567,THANICHAYAM                             ,CHENNAI,2,21,MADURAI,4,3199844,ATM EXCESS CASH ACCOUNT,6100,
7571,AGRI COMM BRANCH MANJALUMOODU           ,CHENNAI,2,21,MADURAI,5,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,22500,
7571,AGRI COMM BRANCH MANJALUMOODU           ,CHENNAI,2,21,MADURAI,5,98602,INTER OFFICE INSTRUMENTS AC,75821397.2,
7571,AGRI COMM BRANCH MANJALUMOODU           ,CHENNAI,2,21,MADURAI,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1261300.37,
7571,AGRI COMM BRANCH MANJALUMOODU           ,CHENNAI,2,21,MADURAI,5,3199844,ATM EXCESS CASH ACCOUNT,2500,
7580,THATCHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,5,98728,SUSPENSE - ADHOC PAYMENTS,-4000,
7580,THATCHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-114607.75,
7580,THATCHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,5,98602,INTER OFFICE INSTRUMENTS AC,74150535.39,
7580,THATCHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1356685.15,
7580,THATCHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-469.28,
7580,THATCHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,5,3199844,ATM EXCESS CASH ACCOUNT,72800,
7580,THATCHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,5,98751,SUNDRY DEPOSITS-OTHERS,333964,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-97688.01,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,500,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,98655,SUSP - SC CONTRA AC,109381,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,98656,SUSP - SC CONTRA AC,-109381,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,98602,INTER OFFICE INSTRUMENTS AC,12619066.5,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,798498.82,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-488.5,
7581,VALLAM                                  ,CHENNAI,1,12,CHENNAI SOUTH,5,3199844,ATM EXCESS CASH ACCOUNT,71000,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98728,SUSPENSE - ADHOC PAYMENTS,-6937,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98731,SUSPENSE - OTHERS,-2501,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,440345138,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,10878928.35,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1000,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,272080,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,3199844,ATM EXCESS CASH ACCOUNT,4900,
7582,JAWAHARNAGAR  (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98751,SUNDRY DEPOSITS-OTHERS,10000,
7583,AGRI COMM BRANCH SRIPURANTHAN           ,CHENNAI,3,32,SALEM,2,98731,SUSPENSE - OTHERS,-13906.23,
7583,AGRI COMM BRANCH SRIPURANTHAN           ,CHENNAI,3,32,SALEM,2,98602,INTER OFFICE INSTRUMENTS AC,45933987.87,
7583,AGRI COMM BRANCH SRIPURANTHAN           ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,678390.48,
7583,AGRI COMM BRANCH SRIPURANTHAN           ,CHENNAI,3,32,SALEM,2,98581,ATM CASH DISB-CUST AC NOT DEBITED,-9000,
7583,AGRI COMM BRANCH SRIPURANTHAN           ,CHENNAI,3,32,SALEM,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,22400,
7584,AGRI COMM BRANCH PONPARAPPI             ,CHENNAI,3,32,SALEM,2,98656,SUSP - SC CONTRA AC,-321656,
7584,AGRI COMM BRANCH PONPARAPPI             ,CHENNAI,3,32,SALEM,2,98655,SUSP - SC CONTRA AC,321656,
7584,AGRI COMM BRANCH PONPARAPPI             ,CHENNAI,3,32,SALEM,2,98602,INTER OFFICE INSTRUMENTS AC,51703969.31,
7584,AGRI COMM BRANCH PONPARAPPI             ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1277005.8,
7584,AGRI COMM BRANCH PONPARAPPI             ,CHENNAI,3,32,SALEM,2,98751,SUNDRY DEPOSITS-OTHERS,60000,
7584,AGRI COMM BRANCH PONPARAPPI             ,CHENNAI,3,32,SALEM,2,98728,SUSPENSE - ADHOC PAYMENTS,-48500,
7585,AGRI COMM BRANCH IRUMBILIKURICHI        ,CHENNAI,3,32,SALEM,2,98602,INTER OFFICE INSTRUMENTS AC,34439139.7,
7585,AGRI COMM BRANCH IRUMBILIKURICHI        ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3634442,
7585,AGRI COMM BRANCH IRUMBILIKURICHI        ,CHENNAI,3,32,SALEM,2,98751,SUNDRY DEPOSITS-OTHERS,211400,
7586,KARVAZHI                                ,CHENNAI,3,31,COIMBATORE,5,98731,SUSPENSE - OTHERS,-5461.04,
7586,KARVAZHI                                ,CHENNAI,3,31,COIMBATORE,5,98602,INTER OFFICE INSTRUMENTS AC,53204865.19,
7586,KARVAZHI                                ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,351259,
7587,KOVILUR                                 ,CHENNAI,3,31,COIMBATORE,5,98731,SUSPENSE - OTHERS,-50000,
7587,KOVILUR                                 ,CHENNAI,3,31,COIMBATORE,5,98602,INTER OFFICE INSTRUMENTS AC,23198876.2,
7587,KOVILUR                                 ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,321102.58,
7587,KOVILUR                                 ,CHENNAI,3,31,COIMBATORE,5,3199844,ATM EXCESS CASH ACCOUNT,71100,
7588,THENNILAI                               ,CHENNAI,3,31,COIMBATORE,5,98731,SUSPENSE - OTHERS,-10000,
7588,THENNILAI                               ,CHENNAI,3,31,COIMBATORE,5,98602,INTER OFFICE INSTRUMENTS AC,46115826.53,
7588,THENNILAI                               ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,606254.52,
7588,THENNILAI                               ,CHENNAI,3,31,COIMBATORE,5,98533,SYSTEM SUSPENSE AC - ORIG CREDIT,10000,
7588,THENNILAI                               ,CHENNAI,3,31,COIMBATORE,5,98751,SUNDRY DEPOSITS-OTHERS,87021,
7588,THENNILAI                               ,CHENNAI,3,31,COIMBATORE,5,3199844,ATM EXCESS CASH ACCOUNT,1600,
7588,THENNILAI                               ,CHENNAI,3,31,COIMBATORE,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,96900,
7589,AGRI COMM BRANCH CHITTAR                ,CHENNAI,3,31,COIMBATORE,3,98656,SUSP - SC CONTRA AC,-24960,
7589,AGRI COMM BRANCH CHITTAR                ,CHENNAI,3,31,COIMBATORE,3,98655,SUSP - SC CONTRA AC,24960,
7589,AGRI COMM BRANCH CHITTAR                ,CHENNAI,3,31,COIMBATORE,3,98602,INTER OFFICE INSTRUMENTS AC,145256573.1,
7589,AGRI COMM BRANCH CHITTAR                ,CHENNAI,3,31,COIMBATORE,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1752946.24,
7589,AGRI COMM BRANCH CHITTAR                ,CHENNAI,3,31,COIMBATORE,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,13800,
7589,AGRI COMM BRANCH CHITTAR                ,CHENNAI,3,31,COIMBATORE,3,3199844,ATM EXCESS CASH ACCOUNT,400,
7589,AGRI COMM BRANCH CHITTAR                ,CHENNAI,3,31,COIMBATORE,3,98751,SUNDRY DEPOSITS-OTHERS,3692601,
7590,AGRI COMM BRANCH OLAGADAM               ,CHENNAI,3,31,COIMBATORE,3,98731,SUSPENSE - OTHERS,-3650,
7590,AGRI COMM BRANCH OLAGADAM               ,CHENNAI,3,31,COIMBATORE,3,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,49549,
7590,AGRI COMM BRANCH OLAGADAM               ,CHENNAI,3,31,COIMBATORE,3,98602,INTER OFFICE INSTRUMENTS AC,128857762.6,
7590,AGRI COMM BRANCH OLAGADAM               ,CHENNAI,3,31,COIMBATORE,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4214048.5,
7590,AGRI COMM BRANCH OLAGADAM               ,CHENNAI,3,31,COIMBATORE,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1060,
7590,AGRI COMM BRANCH OLAGADAM               ,CHENNAI,3,31,COIMBATORE,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,2500,
7591,AGRI COMM  BRANCH PADIYUR               ,CHENNAI,3,31,COIMBATORE,4,98602,INTER OFFICE INSTRUMENTS AC,175978418,
7591,AGRI COMM  BRANCH PADIYUR               ,CHENNAI,3,31,COIMBATORE,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1389308.86,
7591,AGRI COMM  BRANCH PADIYUR               ,CHENNAI,3,31,COIMBATORE,4,98751,SUNDRY DEPOSITS-OTHERS,1450,
7592,KEMPANAICKENPALAYAM                     ,CHENNAI,3,31,COIMBATORE,3,98602,INTER OFFICE INSTRUMENTS AC,68903179.35,
7592,KEMPANAICKENPALAYAM                     ,CHENNAI,3,31,COIMBATORE,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1753652,
7592,KEMPANAICKENPALAYAM                     ,CHENNAI,3,31,COIMBATORE,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-500,
7592,KEMPANAICKENPALAYAM                     ,CHENNAI,3,31,COIMBATORE,3,3199844,ATM EXCESS CASH ACCOUNT,30500,
7592,KEMPANAICKENPALAYAM                     ,CHENNAI,3,31,COIMBATORE,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,19800,
7593,KADAMBUR                                ,CHENNAI,3,31,COIMBATORE,3,98731,SUSPENSE - OTHERS,-551.69,
7593,KADAMBUR                                ,CHENNAI,3,31,COIMBATORE,3,98602,INTER OFFICE INSTRUMENTS AC,12071289.85,
7593,KADAMBUR                                ,CHENNAI,3,31,COIMBATORE,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,474859,
7594,JANAPANCHATRAM                          ,CHENNAI,1,11,CHENNAI NORTH,3,98728,SUSPENSE - ADHOC PAYMENTS,-2060,
7594,JANAPANCHATRAM                          ,CHENNAI,1,11,CHENNAI NORTH,3,98602,INTER OFFICE INSTRUMENTS AC,268388878.9,
7594,JANAPANCHATRAM                          ,CHENNAI,1,11,CHENNAI NORTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,7961351.9,
7594,JANAPANCHATRAM                          ,CHENNAI,1,11,CHENNAI NORTH,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-5000,
7594,JANAPANCHATRAM                          ,CHENNAI,1,11,CHENNAI NORTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,137400,
7594,JANAPANCHATRAM                          ,CHENNAI,1,11,CHENNAI NORTH,3,3199844,ATM EXCESS CASH ACCOUNT,37300,
7595,EDAYANCHAVADI                           ,CHENNAI,1,11,CHENNAI NORTH,3,98602,INTER OFFICE INSTRUMENTS AC,90741437.93,
7595,EDAYANCHAVADI                           ,CHENNAI,1,11,CHENNAI NORTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1841246.72,
7595,EDAYANCHAVADI                           ,CHENNAI,1,11,CHENNAI NORTH,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-20000,
7595,EDAYANCHAVADI                           ,CHENNAI,1,11,CHENNAI NORTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,113600,
7596,THIRUMANOOR                             ,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-1510,
7596,THIRUMANOOR                             ,CHENNAI,3,32,SALEM,1,98602,INTER OFFICE INSTRUMENTS AC,42100668.52,
7596,THIRUMANOOR                             ,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1193716,
7596,THIRUMANOOR                             ,CHENNAI,3,32,SALEM,1,98751,SUNDRY DEPOSITS-OTHERS,65067,
7597,AGRI COMM BRANCH A.MALLAPURAM           ,CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-268481,
7597,AGRI COMM BRANCH A.MALLAPURAM           ,CHENNAI,3,32,SALEM,4,98602,INTER OFFICE INSTRUMENTS AC,98143650.69,
7597,AGRI COMM BRANCH A.MALLAPURAM           ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2062543.4,
7597,AGRI COMM BRANCH A.MALLAPURAM           ,CHENNAI,3,32,SALEM,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-6000,
7597,AGRI COMM BRANCH A.MALLAPURAM           ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,93100,
